TF,Target,Correlation
UNC5C,LAMA2,0.3852479211171826
SGCD,MYBPC3,0.3852292166246921
PEX5L,GRIP1,0.38520579992955833
CHRM3,MGAT4C,0.3851964017337485
FLT1,PECAM1,0.3851733567794148
SPHKAP,LOC105370315,0.38513119934841206
GPD1,PCK1,0.3851109919424307
NEGR1,COL1A2,0.385068871364196
RBM20,MYLK3,0.38502318776946
B4GALNT3,TBX5,0.38497501363331604
SLC19A3,LNCBRM,0.3849570702264731
CACNA2D3,LOC729732,0.384920400295984
PTPRQ,BICDL1,0.3849132298353105
LINC03007,TBX20,0.38490688906750375
MLIP,ALPK2,0.38488672856438927
CCDC141,MYOCD,0.3848152104379626
LSAMP,PEX5L,0.38479464028380966
KANK4,AQP7,0.3847928136119344
RYR2,CORIN,0.38475603131304775
NTNG1,ADAMTS3,0.3847489628372828
SLC4A4,CPA4,0.3847241130668494
PDGFC,RERG,0.38468960854725787
LOC101927404,MYO18B,0.3846771451360043
LOC124900810,RETN,0.3846405395249231
TLL1,SULF1,0.3845799122377411
NTNG1,GFPT2,0.384392444803199
NLGN1,GPM6A,0.3843895935645254
LVRN,SLC14A2-AS1,0.38436906246427505
DGKI,LINC02388,0.38436660848462717
PRG4,MAP3K8,0.38435587951060474
PRG4,LINC03051,0.3843467691984013
ACOT11,LOC105379003,0.38431667858987817
PDE4B,MT-CO1,-0.38428103469983416
PTGER3,LINC02607,0.38427686351752544
EPHA3,NOX4,0.38426480044285466
KCNT2,ARHGAP6,0.3842641578769309
CACHD1,SEMA3C,0.3842450467272385
TRDN-AS1,LINC02248,0.3842325208794759
COL1A2,CDH19,0.38422961709212133
SGCD,NCAM1,0.3842186782873789
AQP7,ACACB,0.3842077329733496
CACNA2D3,RGS6,0.38420234666492376
GPAM,LGALS12,0.3841887986838123
SYT1-AS1,BICDL1,0.3841773123656993
ITLN1,CFH,0.38417387927260205
SGCG,LINC02248,0.3841352686927772
SLC8A1,MITF,0.3841173293519247
PDGFRA,UNC5C,0.38410454164938945
BSX,GPR84,0.3840756552124822
CALCRL,MECOM,0.3840599192249772
RYR2,SPHKAP,0.3840529844360616
ESRRG,FBXO40,0.3840441011254896
CHRM3,RERG,0.38395491798724474
LINC03051,ANXA8,0.3839367707128867
ATF3,DPP6,0.383933597176978
NRXN1,INSC,0.3839304717799861
KCNJ3,LOC101927404,0.3839304622306603
LINC02845,RAB39B,0.383893562381749
KLB,AQP7,0.3838822187812809
RBFOX1,ALOX15,0.3838779395948684
NCAM1,GREB1L,0.3838760684380033
NPR3,NRXN3,0.3838584019719919
TWIST2,PLIN1,0.38385562946233087
VWF,PRKCH,0.38381780790972414
ESRRG,MYOM1,0.3838065185150406
MYRIP,NRXN3,0.38379645970795767
MYOCD,GREB1L,0.38377374339597536
ROR2,ALOX15,0.38374905191884034
GPD1,SMAD3-DT,0.383744206404487
ADGRL4,SHANK3,0.38373780923600537
FCGR2A,MRC1,0.38372912722546937
MLIP,SORBS1,0.38368758846785606
SYNPR,MYOCD,0.3836656004180293
ABCA9,FBLN1,0.38361595423033773
PCDH15,NRXN3,0.38359798067311657
COL24A1,ABCA8,0.38359080763541636
GPAM,PTPRS,0.38355505348379615
WWC1,GRIP1,0.38355216003357523
KANK4,LINC02237,0.3835294699813357
CACNA2D3,BCHE,0.3835210774668615
TTN,DMD,0.3835208664112217
ITLN1,SYT1-AS1,0.3835161509782905
NCKAP5,LINC02248,0.38348627706325045
LRP2,MALAT1,0.38347390293137096
ROR2,MGAT4C,0.38344451381933053
ABI3BP,LSAMP,0.3834411202436602
ANTXR1,DPP6,0.38343921597254615
PLCH1,GPC6,0.3834105930964106
PALLD,MYOCD,0.38340614491271896
PFKFB3,TRHDE-AS1,0.383401573075246
FOSB,SLC24A3,0.3833668934290329
CDH19,FBLN1,0.3833504568489134
PCLO,DPP6,0.38332577291368847
MS4A4A,CD163,0.38332524046613264
ABI3BP,LINC02006,0.3833005355007969
SGCD,PXDNL,0.3832580807242141
CCDC141,MYBPC3,0.38323210701860166
LEPR,HMCN1,0.3832083527864834
LINC02350,BNC1,0.38318419893420735
ADCY5,RBM20,0.383144138176623
PNPLA2,TRARG1,0.38313706656156715
VGLL3,BNC1,0.38311567835881044
FLI1,ERG,0.3831101174698381
TTN,LOC101927404,0.3830954033947079
ADAMTS3,MARCHF1,0.38308549218200616
EMCN,ST8SIA6,0.3830708862511545
CACNB2,LINC02248,0.3830674926027622
GFPT2,WT1,0.38304363615719395
ANTXR1,LOC729732,0.38304075440571017
TRDN,RALYL,0.3830127711708911
CCDC141,GREB1L,0.38300964323596104
LOC729732,BICDL1,0.38296689697559083
ACVR1C,PLIN4,0.38295108306230113
HLA-DQA1,SYK,0.3829453506387438
MITA1,CDON,0.38293935054446365
MS4A6A,HCK,0.3829060718145252
SLC4A4,SYT4,0.38289585880070653
PEX5L,RBFOX1,0.3827814257832147
TTN,FHOD3,0.38277690057499153
NR4A3,BNC1,0.38271567143891494
GRIP1,MGAT4C,0.3826673708249872
MYH6,LINC02248,0.382645810839053
LVRN,KCNIP2,0.38258186770941877
BCHE,ROR2,0.3825747855557169
CD163,ATP8B4,0.38255408060188917
AQP7,GLYAT,0.38252570395860563
NOSTRIN,BMP6,0.38252502218557405
NEGR1,CFD,0.38252156732503506
RBM20,AKAP6,0.3825187187618591
FYB2,CBLN2,0.3825186408879088
PECR,KLB,0.3824971544617702
ADIPOQ,SLC14A2-AS1,0.3824938058023511
FGD2,MS4A6A,0.38248827519832973
ADIPOQ,LGALS12,0.38248814723579894
MYBPC3,DMD,0.382481636809429
RYR2,MYH6,0.3824635932399153
PNPLA2,PFKFB1,0.3824358625134653
TFRC,MCTP2,0.38241412506641337
IFNG-AS1,TBX5,0.382390105495223
FYB1,TBXAS1,0.3823751190937167
RALYL,MYBPC3,0.38234371541441936
PALLD,CDH2,0.3823252002014088
KCNT2,COLEC12,0.3823074504191146
KCTD8,SVEP1,0.3822895291263216
LINC01954,TMEM71,0.38228483358449783
CORIN,LOC107986448,0.3822804444195678
LSAMP,WWC1,0.38227657868828585
NR4A3,MCTP2,0.3822744190984581
PLA2G2A,SULF1,0.382134469941543
FYB1,MS4A6A,0.3821309037018684
ADAMTS3,HAS1,0.382114023815799
TENM2,MLIP,0.3821042487684322
TMEM71,MYBPC3,0.3820864421233564
EPHA3,MUSK,0.3820565066817639
ANTXR1,PTPRQ,0.38205486413104633
MSR1,PIK3AP1,0.38203960034149437
LINC02006,MITA1,0.3820288453209797
LNCBRM,CIDEA,0.3820114742483706
CHRM2,SYNDIG1,0.3820043725317266
PEX5L,SLC39A8,0.38192628957325375
PIK3AP1,CD163,0.3819237707841227
LSAMP,ARHGAP6,0.38191816672994816
MARCHF1,CBLN2,0.3818577543141983
AQP7,LIPE,0.3818272943157869
BCHE,CDON,0.3818022129087986
PDE4B,EZR,0.3817956628569122
LINC02006,BICDL1,0.38178685910752597
FBLN2,DCN,0.3817184569691478
SYT4,SLC24A3,0.38171465334764254
FGF12,B4GALNT3,0.3816598369783228
TPRG1,MLXIPL,0.38165635051623364
PTPRQ,LOC105372676,0.3816529014546878
TECRL,NCAM1,0.3815816513259761
TRDN-AS1,TBX5,0.3815776227737305
DLGAP2,SLC24A3,0.38156338569947074
GPC6,FBN1,0.3815627036849113
MSLN,HP,0.3815443779380255
ACSL1,PFKFB1,0.38154214794210417
SLC4A4,KRT19,0.3815382738676773
CDON,COLEC12,0.38152324893759654
GPD1,ACACB,0.3814542491239286
LAMA2,DCN,0.3814323471906805
VGLL3,RBFOX1,0.3814314217994439
MSR1,PIK3R5,0.3814305485753411
SLC39A8,WT1,0.381422223738792
CADPS,OTOGL,0.3814090023889158
PLEKHG1,ANO2,0.3813791749651765
XKR4,TSPAN11,0.3813531191563617
CCDC80,ALOX15,0.38133942319054615
SLC19A3,TF,0.3813370010729096
SLC39A8,ZBTB7C,0.38133244993131915
SLIT3,MGAT4C,0.3812849647379096
GPAM,SIK2,0.3812548392562149
PLA2G5,UNC5C,0.3812519600019563
CLDN1,GPM6A,0.38123117905252574
FGD2,CYBB,0.38119800066237725
THSD7A,LINC00639,0.38119536470929666
ADGRL4,NOTCH4,0.38117857322788046
BNC2,LINC02350,0.3811735234469252
GFPT2,ROR2,0.38116657903299866
FGD2,SYK,0.38113114793908204
ROR1,FRAS1,0.381104506077761
TBXAS1,FPR3,0.38109688239479783
BRINP3,CADPS,0.3810865751327501
PALLD,RALYL,0.38106896280100333
CADPS,PXDNL,0.3810662214387191
PEX5L,ROR2,0.3810617261396351
HMCN1,PCDH15,0.3810205576532426
SLIT2,EZR,0.3810093265265986
ACVR1C,LINC02237,0.38097434703926725
TBX5,ALPK2,0.38096886120298695
LVRN,PRKAR2B,0.38095965127563447
LINC01954,MLIP,0.38093607653310635
MYBPC3,LOC105370315,0.3809230214581492
PALLD,LOC105370315,0.3808987601705769
SYK,VSIG4,0.38088633654243215
MYRIP,CDH11,0.3808602710734181
IL7R,BCL11B,0.38085458372823666
PXDNL,DMD,0.3808428398188298
TTN,CORIN,0.38082280251490697
PRG4,PCLO,0.3808220928342409
SYT1-AS1,ALOX15,0.3808171936880679
ATF3,CDON,0.3807541501155246
ERBB4,AKAP6,0.38074970324555724
LOC107986448,LOC105370315,0.38072691322012947
NR4A2,BNC1,0.3807137166836259
NOSTRIN,PCDH15,0.38068402966184955
TMEM71,IFNG-AS1,0.38066430741874063
ADAMTS3,DLGAP2,0.3806220630558889
MSC-AS1,FREM1,0.3806199526976733
BICDL1,ARHGAP44,0.3805582398877676
PREX2,CYYR1,0.3804605298041234
KCNJ3,NCAM1,0.38045870067979165
KLB,LPL,0.38045205122316794
CPA4,PTPRQ,0.38044766779013167
HMCN1,EMCN,0.3804440484392848
SPHKAP,MYBPC3,0.38044154335199204
PDGFC,MGAT4C,0.38042216912534954
CACHD1,C3,0.3804127608657428
UICLM,SIGLEC10,0.38040496958204456
PDE4B,FOSB,0.3803764116909005
KCNT2,NLGN1,0.3803595960390424
TRDN,NCAM1,0.380253875239306
PNPLA2,TRHDE-AS1,0.3802459587728215
PPARG,PLIN1,0.3802297117370667
TPRG1,TRHDE-AS1,0.38022900826746825
KANK4,LPL,0.3802191349841738
PFKFB3,PFKFB1,0.38020369436625373
CACNA2D3,ITGB8,0.3801972176488152
MARCHF1,WT1,0.38018846209265916
ITGB8,DLGAP2,0.3801720417511235
MITF,TECRL,0.3801599310414559
TF,GPD1,0.38015992977678864
ACOT11,RBM20,0.3801420020297708
BRINP3,ESRRG,0.3801403438485898
KCNIP2,PLIN5,0.380135958653351
SLIT2,ITGB8,0.3800817524023395
PRKAR2B,TRHDE-AS1,0.3800449714104625
CIDEC,SGK2,0.38003605364922605
ITLN1,DLGAP2,0.3800183348559393
MAP3K8,ANXA8,0.38000712726810354
GPD1,SLC7A10,0.3799938658388475
LINC02208,CACNA1C,0.37999093033681924
LINC02549,LINC02348,0.379975398847763
CTNNA3,CACNA1C,0.3799579750626871
TRDN,CDH2,0.37995150084068796
COL1A2,EBF2,0.37995117760286773
GPM6A,ITGB8,0.37994548744781803
ARHGAP18,BNC1,0.37989290058784597
TBX5,SGCG,0.37989162203696253
MS4A4E,NCKAP1L,0.3798779062167741
MITF,LDB3,0.3798766989412153
PRG4,ATF3,0.37985016779636244
ITLN1,SLC24A3,0.3798501213086369
RALYL,NCAM1,0.37984728148782676
SYK,FMN1,0.3798322306201523
SORBS1,MYBPC3,0.3798095412013773
LVRN,PC,0.37980551884859576
GPT2,TRARG1,0.3797823623369607
CPA4,CDON,0.37978203726161025
FLRT2,MCTP2,0.3797544215825243
KCNT2,WT1,0.3797311300293732
FHL2,FGF12,0.3797232384387377
RYR2,OTOGL,0.37971973218106064
CCDC80,GRIP1,0.3797076662625855
LOC124901051,CNTNAP3B,0.3796806109094535
FMN2,PTPRQ,0.3796670438275594
MLIP,B4GALNT3,0.37962993832185277
SULF1,FOSB,0.37960427048016937
PRG4,SYT4,0.37959913414173535
ESRRG,TMEM71,0.37958964382580335
ACACB,PLIN5,0.3795879816257416
CD163,FMN1,0.3795485229209233
PDGFRA,EBF2,0.3795397523271602
SLIT3,FOSB,0.37953645296745797
KCNT2,PEX5L,0.3795071542815212
RYR2,LINC02208,0.3794780143588804
PRG4,GADL1,0.3793984781910508
CHRM2,IFNG-AS1,0.3793275377510091
FYB2,ROR1,0.3793199202909821
FHOD3,LOC101927404,0.37928157295365483
CD14,SYK,0.3792783314490817
LOC107986448,MLIP,0.3792710774907157
NR4A2,CDON,0.3792512312167477
CCDC80,SYT1-AS1,0.37921118203277454
MLIP,SGCG,0.3792086275660235
ERBB4,KCNMB2,0.3792035449960111
GLYAT,LIPE,0.37920265145528814
NCKAP5,CADPS,0.3791668139628849
NEGR1,VIT,0.3791631665069233
TMEM71,LDB3,0.37913416973324326
ADCY5,DMD,0.3791182081600324
ZNF385B,B4GALNT3,0.3791110134222146
RHOBTB3,PLIN1,0.37909063275603944
PRG4,RGS6,0.37905396216180204
MITA1,ZBTB7C,0.3790532245298761
FBN1,ABCA10,0.3790076870107351
WWC1,LOC729732,0.3789987746004675
FCGR2A,FPR3,0.37898593298535665
DPP6,FLRT2,0.3789696347713882
MECOM,EFNA5,-0.378956502385764
LOC105379003,LINC02137,0.3789351477655953
PIK3R5,MYO1F,0.3789331597159644
RBM20,ALPK2,0.3789151820293421
PEX5L,MARCHF1,0.3789078676276108
SLC39A8,WWC1,0.3789010899634911
NCKAP5,KCNJ3,0.3788097349262068
RCAN2,LINC02248,0.37879072159205374
ABCA9,CDH19,0.37878310496243744
HACD2,PLIN1,0.37873759457756456
LINC02360,ANXA8,0.3787302190624146
KIAA0408,GPD1,0.3787269445035953
RYR2,ANK2,0.37868970707569316
ITGB8,ROR2,0.37866910127531467
EPHA3,COL1A2,0.3786610369566733
CD83,CLEC7A,0.37865288692620275
ARHGAP18,DPP6,0.37862396633789586
KCTD8,WT1,0.3785973311630267
FCGR2A,TBXAS1,0.3785874358115137
NOSTRIN,NPR3,0.3785826970356333
NR4A2,EZR,0.3785097643744852
LRP2,PCLO,0.378506183671435
LINC02208,MYOCD,0.37849310692604793
SLIT3,ALOX15,0.378484023619652
SYK,LYVE1,0.3784807408942041
TRDN,WNK2,0.37846796571448804
CADPS,B4GALNT3,0.37846443949799696
TTN,MITF,0.3784555745428336
MYOM3,TBX5,0.37845481379296464
EMCN,CNTNAP3B,0.3784400390707046
SLC8A1,SYNPR,0.37843782244453317
KCNT2,PDGFC,0.37843735516580995
LRP2,CPA4,0.37842983419705006
MYOCD,FHOD3,0.37840123031078193
RYR2,MITF,0.3783637760519492
MITA1,SYT1-AS1,0.37836334177822806
SCARA5,FBLN1,0.37832608096049825
DISP1,ANXA8,0.3782948139410576
ITGB8,WT1,0.3782881890902558
DIRC3,LVRN,0.37823596370470447
NTNG1,FRAS1,0.3782255861960757
PCLO,MCTP2,0.3782166259332649
ARL15,PTPRB,0.3782068439510304
PDGFC,WWC1,0.3781461006145734
NPPB,BNC2,-0.37812322393514775
PDGFC,FOSB,0.3780945584678165
NOTCH4,VWF,0.37807551586439575
MAP3K8,C3,0.3779314124787066
SLC4A4,NPAS3,0.3779173203972638
SLC19A3,MGST1,0.37789774903842327
NEGR1,COL6A3,0.3778919964957873
KCNJ3,SGCD,0.37788587198800844
PLIN1,ACSM5,0.37788445767721607
TRDN,LOC105370315,0.3778627122271912
FMN2,SLC4A4,0.3778551691390779
ROR2,FOSB,0.3778398791992981
GSN,CDH19,0.3778283858059425
RBM20,OTOGL,0.37779857085753277
GHR,PLIN1,0.37777922806728975
TMEM71,MYOCD,0.37773224912188397
DLGAP2,ALOX15,0.3776764383385161
CORIN,TRDN,0.37766290529320456
GPAM,PCK1,0.3776450603022663
COLEC11,LINC02388,0.3775755651254207
PNPLA2,PLIN4,0.37757326711981154
FYB1,NCKAP1L,0.3775375705800726
ROR1,EZR,0.3775201137188736
GFPT2,ARHGAP44,0.3775152840507184
TRDN,FHOD3,0.37747329732118107
MITA1,HAS1,0.3774689590022359
CACNA2D3,EMCN,-0.3774544634898542
CHRM3,BICDL1,0.3774091812749325
CCDC85A,PTPRB,0.3774037162777165
CFH,EZR,0.3773987898149286
ADGRF5,SHANK3,0.37736556614493927
TRHDE-AS1,GPT2,0.37736234808098235
LINC01891,CCR7,0.37735187914066426
DOCK2,MSR1,0.3773313993943375
ZNF385B,ADCY5,0.37732813314718683
NRXN1,ZNF536,0.37728453500507086
KLB,PDE3B,0.3772793946734505
RGS6,ALOX15,0.37727359719005416
FYB2,FOSB,0.37726171760633065
ITLN1,WWC1,0.37724711436091624
GLYAT,SGK2,0.3772298311437401
SCN7A,ADGRB3,0.3771876131597497
TLL1,GPM6A,0.3771871869819494
SPHKAP,TECRL,0.3771713629812788
PEX5L,ITGB8,0.377119535691519
EMCN,BICC1,-0.37710624301801066
MALAT1,MGST1,0.37710615788994917
SLC8A1,TMEM71,0.3771021658422111
CCDC80,BICC1,0.37703218897890717
PEX5L,KCTD8,0.37699869676402287
LINC01954,MYOCD,0.3769927385806952
WWC1,DLGAP2,0.3769208492142196
DKK2,RNF144B,0.3769019220010704
BRINP3,ZNF385B,0.37688986304648675
TRDN,MYOCD,0.37688132007507236
CADPS,SYNDIG1,0.37686669522228083
TMEM71,NCAM1,0.376836828528701
FYB1,AOAH,0.3768360760098902
CDON,MT-CO1,-0.37683600929618605
CCDC80,PDGFC,0.37682336172161923
SLC8A1,WNK2,0.37682160735557185
SYNPR,IFNG-AS1,0.37681986445700194
CTNNA3,GREB1L,0.376810092948166
PEX5L,HAS1,0.37679495574003297
PRG4,COLEC12,0.3767301789833969
ERBB4,EFNA5,0.3767018524356046
CLDN1,CDON,0.3766880314810666
SGCD,CACNA1C,0.37667211485682456
CACNA1C,MYH7B,0.37663393003878903
MLIP,DPF3,0.3766286993600564
MME,GYG2,0.37662189399560003
PECR,AQP7,0.3766138428692213
TECRL,MYH7B,0.3765796025815188
COL15A1,GSN,0.37656304430916915
VGLL3,GPM6A,0.3765260503854953
FCGR2A,ATP8B4,0.37651898724171823
ABI3BP,ITGB8,0.3764873672171483
GZMH,NKG7,0.3764834436348553
PTPRC,NCKAP1L,0.3764767572907731
ANXA8,COLEC12,0.3764331324121378
MYRIP,FLI1,0.37642953054206174
CD86,CD83,0.3764264410338888
EBF2,ABCA8,0.37639205852784674
COL24A1,ST8SIA1,0.3763800000613374
LDB3,FHOD3,0.376378413074113
CTNNA3,CDH2,0.3763618059875556
CCDC80,WT1,0.3763578900276724
PDE4B,KCTD8,0.3763516098901147
TNNI3K,CHRM2,0.3762682304746251
CACNA2D3,PEX5L,0.37623186741672554
ROR1,ZBTB7C,0.37618048866759013
KCTD8,DLGAP2,0.376165258225326
NEGR1,MEG3,0.37616070317900274
ANTXR1,MCTP2,0.37614798875746774
PEX5L,SLIT3,0.3761474930138789
SYT4,C3,0.37614032746376314
SGCD,GREB1L,0.3761281235818551
MS4A6A,FPR3,0.37612325794488805
CADPS,LOC107986448,0.3761127053860196
MYOM1,FHOD3,0.37611183477306354
ESRRG,LINC02208,0.3761103317703546
FPR3,CYBB,0.3761013896034411
PLA2G2A,HP,0.3760947482574708
SLC35F1,XKR4,0.3760802540355597
ID4,SEMA3C,0.37606833364892234
KCNJ3,CDH2,0.37603465169813327
ID4,MCTP2,0.37602628987024644
LINC02360,RBFOX1,0.3760241158737868
PEX5L,RERG,0.3760164045857676
KYNU,SYK,0.37597138250414486
LINC02240,PLIN1,0.37594078881748433
BTNL9,MCF2L,0.375847432890004
TLL1,EZR,0.3758234729859042
FRAS1,PDGFC,0.3758234612898435
MARCHF1,SLIT3,0.37580409998355907
ERBB4,FGF12,0.3757657470416595
ITLN1,PEX5L,0.3757616453208685
LINC02350,C3,0.37573763372253366
PTGER3,LVRN,0.37572193929944303
RALYL,MYO18B,0.37571055841312295
GFPT2,ALOX15,0.37569524212447425
ADAMTS3,LOC729732,0.37564290280724155
CHRM3,RBFOX1,0.3756351990149758
TFRC,ZBTB7C,0.3755814947447246
KCNT2,ALOX15,0.37556732748942084
KCTD8,ROR2,0.37554434967319655
ROR1,LRP2,0.37553432484804544
TRDN,MYOM1,0.37552186881326605
FYB1,MYO1F,0.37539919503142893
MIR4432HG,LINC02248,0.3753669738737739
LINC02208,GREB1L,0.37534804713766323
TMEM71,GREB1L,0.3753319169860424
RGS6,BNC1,0.37530337113331463
VGLL3,KCTD8,0.37529264045130206
TECRL,SGCD,0.3752658431371202
PCLO,BNC1,0.37526157043425484
PCLO,SULF1,0.3752343615751661
NTNG1,SLIT2,0.37523396258779307
LINC02237,AQP7,0.3752143920568761
BRINP3,FGF12,0.37520882042458376
HLA-DQA1,CLEC7A,0.3752058062524595
CCDC141,SYNPR,0.3752013512065907
KCTD8,RERG,0.37517935943639913
LOC107986448,OTOGL,0.3751668848072124
ANK2,GREB1L,0.37514646144929903
MLXIPL,KCNIP2,0.3751366147365785
ATF3,LINC02006,0.37505484744880463
ABI3BP,TIAM1,0.37501653256101847
FCGR2A,DOCK2,0.3750090231515969
KCNIP2,TRHDE-AS1,0.3749902800072973
PEX5L,MGAT4C,0.3749864088839732
SYNPR,MYH7B,0.3749786134399588
PTPRC,MS4A6A,0.37496258427932466
PLIN1,BCL2,0.3749590395889571
CDH2,FHOD3,0.37493776147259006
PDGFC,WT1,0.37493329042905665
CD163,ADAP2,0.3748908724745521
GMDS,TMEM132C,0.3748884474876103
ATF3,EZR,0.37486854227196414
FHL2,CADPS,0.3747935515928822
SLC19A3,TPRG1,0.37476531056340745
MLIP,OTOGL,0.3747294821650017
SLC8A1,NCAM1,0.3746852310400762
GPM6A,MITA1,0.3746751890157931
ANXA8,SYT4,0.37465024748715453
BCHE,WT1,0.37464508098379284
GPM6A,ARHGAP6,0.3746243907222156
SLC4A4,BICC1,0.3746225030368346
RYR2,MYPN,0.3745948447009685
ADAMTS3,SLIT3,0.3745921888853719
PTPRQ,NPAS3,0.3745342020509142
KCNJ3,TENM2,0.3745262359676089
BCHE,MARCHF1,0.37452179456608076
GLYAT,TRARG1,0.3745064638286331
LEPR,NOSTRIN,0.3744806679035697
MYBPC3,MYH6,0.3744498325367798
SVEP1,ANXA8,0.37440510286174555
KIAA0408,GYG2,0.37439667842256746
LINC02248,MAPK4,0.3743937825827223
MGAT4C,ALOX15,0.3743744191569148
MYRIP,ADGRG6,0.3743668369500624
SPHKAP,LDB3,0.3743171552401818
ERBB4,MECOM,-0.374284740516743
NR4A2,FOSB,0.37425147861806224
ACVR1C,PLIN5,0.3742135058125266
PCLO,CDON,0.3741952349425856
BCHE,GRIP1,0.3741833264312499
FYB2,ALOX15,0.3741817200280801
MALAT1,RBFOX1,0.37412787489173654
LINC01954,IFNG-AS1,0.3741232292785111
SYNPR,PALLD,0.3741037633754031
PDE4B,MGAT4C,0.3740275166115928
MYPN,MYBPC3,0.3740083075372759
MYBPC3,FHOD3,0.37394358609443684
TNS1,PLIN1,0.37393705439156183
NTNG1,FOSB,0.3739359181838514
NPNT,ANXA8,0.3738928751162697
ITLN1,GRIP1,0.3738706133282688
ACSL1,LVRN,0.37386742461238043
SYNPR,TRDN,0.37381450818038736
GPRC6A,PDILT,0.37380051596796526
RGS6,ARHGAP44,0.37376473254230747
DKK2,VEGFC,0.3737540966393142
KYNU,MS4A4E,0.37374122947689004
WT1,FOSB,0.37368453235309324
RYR2,LOC101927404,0.3736676647740475
LINC03007,FREM1,0.37361435263134973
GSN,DCN,0.37357953173533226
PTPRQ,FLRT2,0.3735276287445135
SYK,MS4A4A,0.3735088724088765
CPA4,ROR2,0.37350012953617534
RALYL,WNK2,0.3734768759942891
LINC01954,TTN,0.3734389370411867
KCTD8,GRIP1,0.37342150830000564
SORBS1,TBX5,0.3733833662030535
COLGALT2,MSC-AS1,0.37336574428107916
CCDC141,TECRL,0.3733134199200229
SLC4A4,EMB,0.37328129388104697
TTN,LOC107986448,0.37325822317109847
DPF3,MYO18B,0.3732496390865722
C3,ARHGAP6,0.3732440521004504
PDE4B,ADAMTS3,0.3731983269920944
NLGN1,ANXA8,0.37319108444202703
SLC4A4,SVEP1,0.37317955135496744
SLC39A8,CBLN2,0.3731700631638681
DPP6,SYT4,0.3731266504224601
COL6A3,EPHA3,0.37310753334559116
LINC02006,NALF1,0.37309549625868205
PRG4,ABI3BP,0.37306902583041257
HMCN1,NPR3,0.3730450089929171
PLCH1,FREM1,0.3730253073538697
KCNJ3,FBXO40,0.37301576704357214
NTNG1,MITA1,0.3729922744172788
SYNPR,TMEM71,0.37297072556167554
KCNJ3,ANK2,0.372958329966047
PTPRC,IQGAP2,0.3729371695012762
LUM,DCN,0.3729227633730962
MGST1,GYG2,0.37291840235494833
CCDC85A,CYYR1,0.3729098989925828
MCTP2,KRT19,0.3728760843474032
TECRL,SORBS1,0.3728651250805421
PECR,LINC02237,0.3728615426743258
CCDC85A,VWF,0.37286084116037144
CACNA1C,DPF3,0.3728567646087065
LNCBRM,GPD1,0.37284246705564866
NR4A3,ZBTB7C,0.3728381079051714
ADAP2,CYBB,0.37283233104894425
ZNF117,PLIN1,0.3728298066881214
RYR2,LINC01954,0.3728271879317717
NMUR2,LINC02919,0.37280681185218906
SLC19A3,SIK2,0.3727812027313995
PDE4B,SLIT3,0.37274447524423465
FYB2,EFNA5,0.3727364053394467
KCTD8,PDGFC,0.3727158290310822
MITA1,ROR2,0.3727149278178498
ADCY5,TBX5,0.37270983986423745
KANK4,ACVR1C,0.37270041459177183
SMAD3-DT,GYG2,0.37269801729364316
ACVR1C,GLYAT,0.3726772161953371
LSAMP,BICDL1,0.37267118107010144
MECOM,ANXA8,-0.37261646203209237
DPP6,MSLN,0.3725968727011048
LDB3,DPF3,0.37259352493569037
RERG,GRIP1,0.3725434376243348
ACOT11,CHRM2,0.37249606271273156
CIDEC,GLYAT,0.3724812476158737
PID1,EPHA3,0.37245349652178145
ADCY5,MLIP,0.37244183485888854
ATF3,MCTP2,0.3724393229314183
TBX20,PXDNL,0.3723897307033014
IL1B,CD83,0.37238653487543155
SELP,ADAMTSL1,0.3723449581138776
PDE1A,CDH11,0.3723375162984465
TFRC,ROR2,0.37233683189185784
ERBB4,RBFOX1,0.37227322260630547
FGF12,RCAN2,0.37226882217581464
MSR1,NCKAP1L,0.3722284969205962
PDGFRA,FBLN1,0.37222687181497127
F13A1,ATP8B4,0.37221612093294926
FBXO40,TECRL,0.3721852726543323
ROR1,ERBB4,0.3721683722357115
LNCBRM,GYG2,0.372151898538378
TENM2,LDB3,0.37213205355393597
CD86,MSR1,0.3721290929217702
WWC1,BICDL1,0.3721148219279913
SLIT3,SVEP1,0.3720691013420535
PLIN4,SGK2,0.3720472567187344
ITGB8,SYT1-AS1,0.3720048098518411
ITGB8,GRIP1,0.3719939270862875
MYRIP,EGFL7,0.37198966164187297
LRP2,LOC105372676,0.3719520763032389
LINC02607,TF,0.37194697791565573
LOC105377862,DPP6,0.37187756534681565
RYR2,LOC107986448,0.37187625959150916
SYNPR,MYOM1,0.37187489460908607
BNC2,NPAS3,0.37186231552318705
SYT4,HAS1,0.3718620612686125
ADGRF5,FLT1,0.37181386486275375
GRIP1,BICDL1,0.37178709392559
GPM6A,CPA4,0.37174499205801653
NOSTRIN,CDH11,0.37174470554797795
COL24A1,COL6A3,0.3717141200787542
MYOM1,DMD,0.3716987631323185
PDGFRA,ABCA6,0.3716761617686388
LEPR,BMX,0.371664896402671
KCNMB2,CTNNA3,0.3716417307321207
GREB1L,MYH7B,0.3716340657503122
LINC02172,CELF2-AS3,0.3716302684353573
ROR1,LINC02006,0.37162965830991623
ROR1,BNC2,0.3716162297313014
NR4A2,LSAMP,0.37160747429744045
RMEL3,TRARG1,0.37159501503434716
KCNMB2,LOC105370315,0.37158617089502677
