TF,Target,Correlation
PDGFC,SULF1,0.44759615191611635
ANTXR1,ABI3BP,0.4475909933870723
CHRM3,ARHGAP44,0.44756591150541714
ADGRL4,VWF,0.4475524105804958
EGFL7,PECAM1,0.4475141487808871
EFNA5,CDON,0.4474246260282786
SYT1-AS1,C3,0.4473578771798485
ADAMTS3,DPP6,0.4470853380101879
SLIT2,C3,0.4470764090186963
NOSTRIN,ADAMTSL1,0.4470437319692447
LPL,CIDEA,0.4470291897628436
GREB1L,FHOD3,0.4469303533346711
ACVR1C,GYG2,0.4468976140604244
PLA2G5,EPHA3,0.44687171977117257
FYB2,CACNA2D3,0.44679664071418385
NTNG1,KCNT2,0.4467713726712254
ERBB4,CTNNA3,0.44677017115261713
SLIT3,EZR,0.4467632897067067
FYB2,ZBTB7C,0.4467475333436835
ROR1,SLC4A4,0.4467256881072121
MS4A4E,CYBB,0.4467181373498646
MARCHF1,SEMA3C,0.4466543478606462
EBF2,ABCA10,0.44664252764489804
PRG4,TFRC,0.446605540674233
CHRM2,MYH7B,0.44659875348138905
LYVE1,CD163,0.4463954145683695
CIDEA,SGK2,0.4462936188821147
PRG4,ID4,0.4462698125951953
LOC105379003,CDH2,0.4462256298007777
LYVE1,MS4A4E,0.4462102085610608
LRP2,WT1,0.4462047963271641
CEACAM3,TRPM2-AS,0.44619940244152323
WT1,ZBTB7C,0.4461114450878875
PTPRQ,HAS1,0.44602606996689503
LSAMP,WT1,0.44598301865931317
LRP2,RERG,0.4459550625119315
SLC4A4,RGS6,0.44587595697382865
FYB2,KCTD8,0.44587084306830327
ITLN1,EZR,0.4458567053340376
PTPRB,PPP1R16B,0.4458336270986575
PDE4B,BNC1,0.44578606543749594
CCDC80,EZR,0.4457507504666923
KANK4,CIDEA,0.44573707667582985
KCNT2,CCDC80,0.44561565867927483
SYNPR,FGF12,0.44561487700852503
NRG1,ADAM12,0.4455562850954888
RYR2,MYO18B,0.44549419048186834
EPHA3,COL15A1,0.44545856451361465
FGF12,MYOM1,0.44542430730522525
ROR1,CACNB2,0.4454175371367843
PTPRQ,FOSB,0.44531757630380947
NTNG1,LOC729732,0.4452895431268593
VWF,FLT1,0.44522313028944854
NEGR1,PID1,0.44520444893614664
SLC4A4,MGAT4C,0.4451305689733858
KLB,MLXIPL,0.44497579888419286
PDGFC,GPM6A,0.44497081066111155
CADPS,LOC101927404,0.4449613427987123
DCN,GPC6,0.4449481811603067
LRP2,WWC1,0.4448665679012973
KRT19,C3,0.44484889971963704
FGF12,LOC105370315,0.44476380186642067
LSAMP,FRAS1,0.4447352197736477
LOC105379003,DMD,0.44467333469604636
PALLD,TBX5,0.4445927127067831
CCDC141,LOC105379003,0.444590709874452
EBF2,ABCA9,0.4445230633816939
PRG4,PEX5L,0.4444955088665271
LSAMP,DLGAP2,0.4444223555691021
KCNJ3,TTN,0.44439018891498117
CCDC80,RBFOX1,0.44438466589011455
WT1,HAS1,0.44437210395153376
ABI3BP,C3,0.4443564991396766
CACNA1C,MYO18B,0.44424738056193247
SGK2,GYG2,0.4441944769934345
PRG4,EFNA5,0.44404681184523453
PEX5L,BNC2,0.44402068351948015
CIDEA,LIPE,0.4439291476082503
ITGB8,C3,0.4438581788788325
ADIPOQ,LINC00598,0.4438021594372068
SLC39A8,ROR2,0.4437135491653561
BNC2,MGAT4C,0.44365664777616304
ZNF385B,RALYL,0.443651977179889
LINC02006,WT1,0.4436215715616872
CCDC80,HAS1,0.4435850157374546
LSAMP,PDGFC,0.4435796949261977
COLGALT2,TBX20,0.4435685499143907
ANXA8,KRT19,0.4435570200019133
EZR,ALOX15,0.44350280780858403
ITGB8,BNC1,0.44349171439467877
MS4A4E,CD163,0.44349134099942106
WWC1,C3,0.44347426625819303
LRP2,KCTD8,0.4434367793403721
NOSTRIN,POSTN,0.4434291042293121
ITLN1,ALOX15,0.44321818046216216
GMDS,ADAMTSL1,0.44320033090048544
UNC5C,MSC-AS1,0.4431471670746909
GLYAT,GYG2,0.4430969249491865
LOC105379003,CTNNA3,0.44305617997392704
MLIP,GREB1L,0.443053642127393
ACVR1C,PFKFB1,0.44294140806963017
PDGFC,ZBTB7C,0.44284793570787395
ESRRG,MYO18B,0.44284748238308835
GPAM,PNPLA2,0.44278864481950936
CFH,CDON,0.44277626880639487
SLC4A4,FOSB,0.4427629447847346
LEPR,PCDH15,0.4427183418914419
LAMA2,FGF14,0.44271502173013455
SLC39A8,SYT1-AS1,0.44257353688901535
CADPS,MYH7B,0.44254656893084543
FYB2,EZR,0.4424555147771826
LINC02208,LINC02248,0.4424025178964022
CLDN1,ANXA8,0.4423921490734226
CACNA2D3,GRIP1,0.4423857535832775
SLC8A1,MLIP,0.4423428433128856
MGAT4C,BNC1,0.4422271836236285
LIPE,PFKFB1,0.44221703285992703
COL24A1,TBX20,0.4422150255381078
ADIPOQ,SGK2,0.44212307103732007
CD83,CCL3,0.4420800739428653
PRG4,CFH,0.44197851121420256
TRHDE-AS1,LINC00598,0.4419146895366471
AQP7,TRHDE-AS1,0.441912257338161
PLA2G2A,C3,0.4418470323259807
FRAS1,GPM6A,0.44184550376213516
TFRC,ANXA8,0.44183986892958127
CADPS,MYOM1,0.44182701843265026
CHRM2,LOC101927404,0.44174288293829045
LINC00598,PFKFB1,0.4417082151423696
PRG4,SLIT2,0.4416395379900384
LINC02006,RERG,0.44158679602273937
GFPT2,CDON,0.44158168039275897
LOC107986448,LINC02248,0.4415803275059352
ICAM4,SAMSN1-AS1,0.4415716295053735
GFPT2,ZBTB7C,0.44154661458315647
KCNIP2,GPAM,0.44149400700128444
CD163,CYBB,0.4414667110186195
WWC1,SULF1,0.4414355949581887
TECRL,MYO18B,0.44133748785186516
MLIP,CACNA1C,0.44130013307842225
RYR2,ERBB4,0.4412720601060223
MSR1,CLEC7A,0.44125218008323586
SGCD,CHRM2,0.4411955562598755
COL24A1,ABCA10,0.4411853200539403
CALCRL,EGFL7,0.4411621396863911
ITGB8,MCTP2,0.44114768615039174
PRG4,BICDL1,0.441085672789194
DKK2,SV2C,0.44104526586778214
PEX5L,PTPRQ,0.44102717288909704
LOC729732,HAS1,0.44096086248603816
CHRM3,ALOX15,0.440933080170758
MS4A6A,ATP8B4,0.44061058554738547
NTNG1,MARCHF1,0.4406068499193676
LOC105379003,TRDN-AS1,0.4405784842215928
TRARG1,PLIN5,0.4405460298431203
KCTD8,MARCHF1,0.44042403852816225
MYRIP,ADAMTSL1,0.4404076594040889
BTNL9,ANO2,0.44031480251534255
SGCD,LINC02248,0.440305384047076
ARHGAP44,SLC24A3,0.4402794073258005
PEX5L,SEMA3C,0.44016937594336386
CADPS,CTNNA3,0.4401226484670929
MSR1,MS4A6A,0.44011558043238574
ADIPOQ,KCNIP2,0.4399950222108791
PTPRQ,MGAT4C,0.43997945282375006
GRIP1,ZBTB7C,0.4399256599711461
FGF12,RALYL,0.4399177017459867
WWC1,BNC2,0.4399019567686129
LAMA2,CDH19,0.43989215289956585
SLC8A1,TBX5,0.43983546682980346
PCDH15,TMEM132C,0.4397801209318454
SLC8A1,CACNA1C,0.43975387170285135
FYB2,ROR2,0.43973650497970596
GPAM,GPT2,0.43972866356036183
KCNJ3,LDB3,0.43971803203375925
EFNA5,CACNB2,0.4397058064938895
GFPT2,EZR,0.43954390421091544
EZR,SYT1-AS1,0.4394991267656586
LSAMP,RERG,0.4394908917546226
CADPS,NCAM1,0.4394888768859074
RBM20,CACNA1C,0.43946963261513927
NTNG1,SLIT3,0.43942744746169476
FLI1,VWF,0.4393806763012239
LOC729732,ALOX15,0.43913577432866063
SYK,CLEC7A,0.43907011287559994
ITLN1,ZBTB7C,0.43904058467014406
PRG4,MITA1,0.4390323882006682
ESRRG,LDB3,0.4390062004031858
TBXAS1,CYBB,0.4390011677020151
BICC1,RERG,0.4389816282559425
LSAMP,GRIP1,0.43889193523641945
EFNA5,DPP6,0.43889010886751284
MYOCD,MYO18B,0.43885751458593664
GRIP1,HAS1,0.43882822506493263
AQP7,TRARG1,0.4386790611518185
SLIT3,MT-CO1,-0.4386745333930053
CHRM3,EZR,0.43865727597529697
CHRM2,DPF3,0.43865220387566456
CORIN,CHRM2,0.4386206600851703
DLGAP2,SULF1,0.43859132077624063
LSAMP,SLIT2,0.43858844015607096
ACVR1C,SLC19A3,0.43858711642804593
SYNPR,RBM20,0.43858110931591227
LYVE1,MS4A6A,0.43857194805545735
LPL,GYG2,0.438542783569288
NPR3,CDH11,0.43854108774236494
TBX20,FGF14,0.4385087052606343
PDE4B,LOC729732,0.43845937182797007
CHRM2,TMEM71,0.43844255912164143
NPR3,POSTN,0.43841059689270395
SLC4A4,ADAMTS3,0.4383959412271395
CALCRL,PTPRB,0.43837768056943033
ROR2,SYT1-AS1,0.4383437772138967
EFNA5,PTPRQ,0.438341914005982
EBF2,FGF14,0.43831281401659283
NTNG1,SLC24A3,0.43823167786923584
MRC1,SIGLEC1,0.43814857871439555
RBM20,MYOCD,0.4379760298780287
SULF1,GRIP1,0.43793086037039936
LOC105379003,DPF3,0.4379139705837546
BMPR1B,CDH11,0.43791231356884897
GFPT2,SULF1,0.43782583864341773
LSAMP,ARHGAP44,0.43777576435479343
SLIT2,SEMA3C,0.43773839345117715
EMCN,RAPGEF5,0.43768157579069983
TTN,CDH2,0.4376448860086315
EPHA3,FREM1,0.43760389800501026
UNC5C,FBLN1,0.4375936848486305
DLGAP2,ZBTB7C,0.4375367325837982
SMAD3-DT,PLIN1,0.43748924165148273
SGCD,MLIP,0.4373966546602564
SLC8A1,LINC02248,0.43738117079133315
TTN,CCDC141,0.43736147669813735
SLIT3,CACNB2,0.437353452731438
EBF2,FBLN1,0.43732479370853705
SYNPR,MYO18B,0.4372888394729751
SLC8A1,PALLD,0.4372757746531512
GJA5,DKK2,0.4370821980825304
HMCN1,ADAMTSL1,0.4369193379300132
MALAT1,CDON,0.43691025366225117
CDON,FOSB,0.4368437960544501
DIRC3,ADIPOQ,0.4368050504772302
KCNJ3,RALYL,0.436778966090543
SPHKAP,CHRM2,0.43676917138881155
CHRM2,CTNNA3,0.4367564188474669
LOC729732,SLC24A3,0.4366850965245232
FRAS1,CDON,0.43665611982998165
CDON,MGAT4C,0.43663206922639486
PEX5L,MCTP2,0.43651428396911246
TRDN,LINC02248,0.43648210602459553
SLC19A3,LPL,0.43638715559015023
MALAT1,PTPRQ,0.4363846825769781
PECR,TRARG1,0.43638435741721154
DLGAP2,SYT1-AS1,0.43636893718925246
TRDN,RBM20,0.4362835007658273
KCNT2,EZR,0.43622633696437685
PRG4,CBLN2,0.4361858423490949
UNC5C,TBX20,0.4361069090473257
PTGER3,GPAM,0.4360900079183445
SLIT2,CDON,0.4360499765810825
SLIT3,HAS1,0.4360151459456862
SLC8A1,MYO18B,0.4360062173477599
EMCN,FLT1,0.43598474778961654
CORIN,RALYL,0.43598212205113623
CHRM3,HAS1,0.435885055506408
LINC02388,NRXN3,0.43586509190737593
PEX5L,SULF1,0.43585322713978497
TRDN,TBX5,0.43583351587850594
FREM1,GPC6,0.43581507407384984
MCTP2,SLC24A3,0.4357467673297838
CFH,DPP6,0.4357230962557422
LOC105379003,NCAM1,0.43570313809952593
SLC19A3,LIPE,0.4356635484510358
PRG4,FOSB,0.4356471083370594
ANTXR1,BNC2,0.43563570665974716
LINC01954,CADPS,0.4356256367383299
CCDC141,CADPS,0.43557886827106546
CIDEC,LIPE,0.43548155811752143
MS4A6A,SIGLEC1,0.4354610458407337
TBX20,EBF2,0.43543597783279453
ZNF385B,SPHKAP,0.43535633285769193
WNK2,LINC02248,0.4353511363419155
SLC19A3,GLYAT,0.4353286114074257
KCTD8,BNC1,0.43532328742787474
TPRG1,PLIN1,0.4353055081594061
LVRN,PLIN5,0.4352904806528389
CADPS,SGCD,0.4352435631318066
ABI3BP,RERG,0.43519427573484537
SGCD,TBX5,0.43518600661581724
POSTN,CDH11,0.43508120376902165
ADIPOQ,SLC7A10,0.4350662345134517
RALYL,LOC105370315,0.43505744986725337
TBX20,CDH19,0.4350505401494251
FYB2,HAS1,0.43494056408285864
PDE3B,TRARG1,0.43485662183057133
MCTP2,ALOX15,0.4347445095935062
SULF1,KRT19,0.4347324044619683
PRG4,ADAMTS3,0.4346651816046563
TMEM71,MYO18B,0.43464432161779254
SLC4A4,WWC1,0.43458407524662457
GPAM,PC,0.43456724447592837
NEGR1,COL15A1,0.4345150617140358
DLGAP2,HAS1,0.4345103408427049
MYRIP,PCDH15,0.43449736359284674
COL24A1,MSC-AS1,0.4344041639118763
GFPT2,BNC2,0.43439536640623105
TFRC,SLC4A4,0.434378961959813
ANK2,PALLD,0.4343704484244223
CADPS,RALYL,0.4343431390709778
FYB2,DLGAP2,0.4341936834625058
PALLD,LDB3,0.4341793261219914
CFH,ANXA8,0.43415658900064863
FGF12,CORIN,0.43414853438538425
GREB1L,MYO18B,0.4341316859111992
GPT2,CIDEA,0.43404779339692634
FBXO40,LINC02248,0.43404654970024625
MYPN,RBM20,0.43396103267582414
MARCHF1,SYT1-AS1,0.43395706544670615
FGF12,MYOCD,0.433954275634858
CACHD1,BNC2,0.4339489138654599
F13A1,MS4A4A,0.43390732802693593
OTOGL,LINC02248,0.43386104217935856
SELP,LINC02388,0.4338522611513651
SLIT2,SLC4A4,0.433812871177149
PEX5L,CDON,0.4337818253102234
PDE4B,LRP2,0.4337644028341435
FBXO40,CHRM2,0.4336531212195289
SLC19A3,SGK2,0.4336422911524095
PCDH7,BMP6,0.4335786165918323
ACVR1C,LVRN,0.4335761515366609
GPD1,LINC00598,0.4335534897095455
ROR1,ANXA8,0.4335240829751909
MALAT1,C3,0.43349482534397826
EZR,KRT19,0.4334718309982989
FYB2,MARCHF1,0.43345115613008806
PTPRQ,CBLN2,0.43342683673792987
CADPS,CDH2,0.4334216149574592
ABCA6,FBLN1,0.43337501868346434
LOC105379003,MYH7B,0.43334695659074035
CHRM3,GPM6A,0.4333443005280618
FCGR2A,MS4A4E,0.43331918925446966
KCNIP2,GPD1,0.43326038378765475
NTNG1,SLC39A8,0.4331766863125605
DPP6,FOSB,0.43315704956792866
MYRIP,NPR3,0.4331191255879898
COL24A1,COL4A4,0.43310026251063133
RYR2,KCNJ3,0.43308157376971634
SLC39A8,CDON,0.4330230433638851
BRINP3,LINC02248,0.43301565953224486
LSAMP,LOC729732,0.433003482971745
PRDM16,LINC00639,0.43294819132148155
FREM1,CDH19,0.432932731634796
LVRN,AQP7,0.43290869788076275
SYT1-AS1,ZBTB7C,0.43284598170229205
CADPS,TMEM71,0.43283605509657946
KAZN,GPC5,0.4328068373723466
MSR1,FPR3,0.4327942762825767
CADPS,DMD,0.4326698637672436
KCNT2,SYT1-AS1,0.43258822141860775
NEGR1,FGF14,0.43258376144946115
SEMA3C,WT1,0.432550489129928
FGF12,NCAM1,0.4325476416844261
LINC02607,PECR,0.43253259686396106
PTGER3,SLC19A3,0.4325107713938267
ANO2,ERG,0.43247957534894366
MLXIPL,LIPE,0.43244115377165177
ZNF385B,NCAM1,0.4323816197284659
FYB2,SYT1-AS1,0.43233092656151156
LOC105379003,TENM2,0.43225177400102716
CCDC141,FGF12,0.43218257330794124
GPM6A,WT1,0.432135475408432
TECRL,CACNA1C,0.43213026818832084
PDE3B,PLIN4,0.43206827985936613
LOC105379003,TMEM71,0.4320491144145209
PTGER3,GYG2,0.43203456772911497
TECRL,TRDN,0.4320336056370914
ZNF385B,SYNPR,0.4319894665015235
PRKAR2B,GPD1,0.4319356616127329
SULF1,WT1,0.43191220762296745
CCDC80,PTPRQ,0.43184458614311966
SULF1,BICC1,0.4318403021261403
MARCHF1,C3,0.43182275354850946
PID1,EBF2,0.4317035385196937
CHRM3,PTPRQ,0.43164809404117693
KCTD8,SYT1-AS1,0.43163179056727025
MS4A4A,MS4A4E,0.431589264017407
WNK2,RBM20,0.43157096486908775
MLXIPL,GPT2,0.43156020685405105
LINC02248,MYH7B,0.431541550430174
ITLN1,LINC02006,0.4315059366720122
UNC5C,FGF14,0.4314691315524553
RMEL3,GPD1,0.43134343458560115
RYR2,TECRL,0.43134132928872626
EFNA5,ARHGAP44,0.4313125647860486
CADPS,LINC02208,0.4312973239828543
WWC1,CDON,0.43124605395235693
ADAMTS3,CDON,0.4311937067383754
LSAMP,CBLN2,0.4311738118964662
NEGR1,COL6A6,0.43113862502700584
NCAM1,TBX5,0.4311038855684512
SCN7A,DCN,0.4310956853910699
LNCBRM,PLIN1,0.431084934291306
ESRRG,GREB1L,0.4308487455249292
SULF1,BICDL1,0.43082133972891906
RYR2,SGCD,0.4307486389510849
ERBB4,LOC105379003,0.43074603715700077
PDGFC,ROR2,0.4307368310478211
ANXA8,RGS6,0.4307220228321698
KANK4,TRARG1,0.4307211820631336
EZR,LOC729732,0.43063719350054364
FRAS1,SEMA3C,0.43057443372468723
NTNG1,ITGB8,0.4305691824593761
CHRM3,ZBTB7C,0.43051542142130067
LOC729732,SYT1-AS1,0.43046733074340693
SLIT2,RERG,0.43043283184284625
ABI3BP,CDON,0.4303496862877443
KCNT2,LOC729732,0.4303491410904233
FBXO40,FGF12,0.4303046520119719
GLYAT,TRHDE-AS1,0.4302788668688801
LINC02388,PPM1H,0.4302782334666624
BNC1,FOSB,0.43023257466568576
BNC2,SVEP1,0.4301470588524911
ACACB,PLIN1,0.43014477648410665
LOC124901051,ADAM12,0.43012025019821126
KCNMB2,LOC105379003,0.4299910956413581
ITLN1,CACNA2D3,0.42998088769412374
EMCN,ADAMTSL1,0.4299285282615559
GPT2,GYG2,0.4298105374044502
CCDC80,SLIT3,0.42979743820364685
CACNA2D3,RERG,0.42979084917766297
GPC6,FGF14,0.42969428880153987
HMCN1,NRG1,0.4296676694652135
NTNG1,CACNA2D3,0.42965698804470476
CFH,LSAMP,0.4296051734519226
LOC105379003,MYPN,0.4295803957065331
CADPS,LOC105370315,0.42955965208891267
RYR2,SLC8A1,0.429546374650707
ZNF385B,MYOCD,0.4294808191842926
ESRRG,KCNJ3,0.4294771047370822
KCTD8,MCTP2,0.42944694768877983
GPC6,CDH19,0.4293102102447817
ZNF385B,MYOM1,0.429249557442677
FGF12,LINC02208,0.42923636351051314
LVRN,LPL,0.4291783812536895
CD163,SIGLEC1,0.42915605491033426
NTNG1,SYT1-AS1,0.42911542451304224
TRDN,MYBPC3,0.429099483460142
SYNPR,LINC02248,0.4290969250165803
EFNA5,MALAT1,0.4290844818417489
TBX5,MYOCD,0.4290568110444379
LINC00598,CIDEA,0.4290100495353193
MITF,LOC105379003,0.42897005014610057
LINC02607,LPL,0.42895599039861676
ADGRG6,LINC02388,0.42894717769091956
MGAT4C,MCTP2,0.42894555717449806
BCHE,DPP6,0.4289447756862682
UNC5C,COL15A1,0.4289345150657426
PDGFC,HAS1,0.42885341449580855
COL24A1,COL15A1,0.42880418076904786
ADIPOQ,PNPLA2,0.42879111234832956
NPPB,MALAT1,-0.42877949529960424
PALLD,MYBPC3,0.4287336084387789
ABCA8,ABCA10,0.4287124204030142
KRT19,HAS1,0.42870622957375687
TF,GPAM,0.42865069227167046
KCTD8,DPP6,0.4286312593198551
MLXIPL,LINC02237,0.4286256250333053
MLIP,NCAM1,0.4286253126720352
VGLL3,ANXA8,0.42860872175286635
LINC02248,FHOD3,0.4285350614529559
DLGAP2,ROR2,0.42849668120473855
EZR,WT1,0.4283820047679979
EFNA5,ZBTB7C,0.4283597919813004
ZNF385B,LOC101927404,0.4283229799971155
KCNMB2,CHRM2,0.42823454739083316
ANO2,PECAM1,0.4282150382246792
NEGR1,NCAM2,0.42821149673479264
GPM6A,GRIP1,0.42819484034298005
CCDC80,ARHGAP44,0.42794803790241537
MLIP,RALYL,0.42787842570281115
KANK4,GLYAT,0.42786646853967375
CALCRL,ANO2,0.4278403477279204
EZR,DLGAP2,0.42782978974324715
SLC7A10,PFKFB1,0.4278048541611288
NCAM1,LINC02248,0.42778014902672845
SLC4A4,GFPT2,0.427771500719002
CFH,BICC1,0.4277495158916555
ITLN1,KCNT2,0.4277174744594091
ANK2,LOC105379003,0.4277116258119723
RYR2,CACNB2,0.4276738646282049
CFH,ABI3BP,0.427636135663377
ADCY5,CHRM2,0.4276059965701456
DPP6,BICDL1,0.42756187203438917
LSAMP,ADAMTS3,0.42749971650221547
PDE3B,PLIN5,0.42749043419329774
KLB,LVRN,0.4274583615035537
NEGR1,BICC1,0.4273598186249889
TPRG1,GPAM,0.42734599815628577
EBF2,FBN1,0.42726113467404553
SLIT2,ANXA8,0.4272482962831444
ZNF385B,LINC02208,0.4272359313491995
BMP6,ADAMTSL1,0.4272301443287957
MYBPC3,MYOM1,0.4271869009592366
CPA4,ANXA8,0.42716168226999174
DLGAP2,LOC729732,0.42712824756743273
KCTD8,SEMA3C,0.42712701120372265
EMCN,NPR3,0.427120591795716
FABP4,PLIN1,0.4271058593315867
SYNPR,TBX5,0.42708810508711614
ADGRF5,EGFL7,0.4270552727648108
NTNG1,WT1,0.42701156517302796
CACNA2D3,SLC39A8,0.42700432105360997
COL24A1,PID1,0.4269156208005106
BCHE,GPM6A,0.4269021833633054
GRIP1,RGS6,0.42683313445417703
NEGR1,ADGRB3,0.4268083039189628
KCNJ3,SPHKAP,0.4266883591071198
KCTD8,FRAS1,0.42665073244463875
SYK,MRC1,0.42663586739062215
NTNG1,CCDC80,0.42661281136527435
ITLN1,RERG,0.4265168116971973
PDGFC,EZR,0.4264334654997633
LOC729732,RBFOX1,0.4264228149163937
PREX2,PTPRB,0.4263942701343005
MLIP,DMD,0.4263672855993393
ZNF385B,FHOD3,0.42636683710623147
MLIP,LOC105370315,0.4263447527733394
ANK2,CHRM2,0.4263126522219566
KANK4,PLIN4,0.4263029506405065
NEGR1,PDGFRA,0.4262598814711622
CACNA2D3,EZR,0.42612031820872875
SLC39A8,MARCHF1,0.42609850720634695
PDGFC,LOC729732,0.4260794974557026
TRHDE-AS1,LIPE,0.42606656616533567
SGCD,RBM20,0.42605402543157883
GPD1,SGK2,0.426003843433257
PCDH15,CDH11,0.426003265645472
RGS6,RBFOX1,0.42597548187558926
CADPS,FBXO40,0.42589825275623566
CCDC141,LINC02248,0.4258705266933222
PDGFC,GRIP1,0.4258537878354827
ADAM12,LINC02388,0.42579393631616447
FYB2,PDGFC,0.42576126620496113
CACNA2D3,ARHGAP44,0.42574945984619167
WNK2,TBX5,0.42574515140619135
KCNJ3,MYBPC3,0.4256960558837705
GPAM,SMAD3-DT,0.42569448995819253
NOTCH4,ANO2,0.4256688895694512
PDE4B,ROR2,0.4256589554194176
SLC8A1,TECRL,0.4256516408461398
CTNNA3,LINC02248,0.4255786318333182
EZR,RERG,0.4255649188709184
CCDC80,GPM6A,0.4255285445418771
FGF12,CDH2,0.4255284259729706
SYNPR,MLIP,0.4255140059823054
FYB2,FRAS1,0.42550747514066106
BICDL1,BNC1,0.4254227133893551
CORIN,OTOGL,0.4254102707564527
SCN7A,FREM1,0.4253942427336639
HMCN1,LOC124901051,0.4253829267234097
ROR1,CACNA2D3,0.42537083832172745
PECR,CIDEC,0.42536852043958295
LINC01954,LOC105379003,0.4253324661744727
COLGALT2,COL15A1,0.42531545532898984
PALLD,LINC02248,0.42529973163852663
EFNA5,BNC1,0.4252994130726447
ROR1,GRIP1,0.4251530583425197
FREM1,DCN,0.4251197305377575
KCTD8,SLC39A8,0.4250382508270934
KCNMB2,LINC02248,0.42501529127183185
ID4,BNC2,0.42500766440558574
WWC1,PTPRQ,0.42499042852435515
FRAS1,ROR2,0.42492212583362965
LINC02607,LIPE,0.42490450177809586
LDB3,MYOM1,0.42482200717466145
ADAMTSL1,BMX,0.42482175107774334
BCHE,SEMA3C,0.4248164652919333
KCNIP2,PFKFB1,0.424727910818407
SLC4A4,BICDL1,0.4247082197210228
CD163L1,SIGLEC1,0.42469390585476297
SEMA3C,MALAT1,0.4246553793589841
CHRM2,MYPN,0.42459658965775504
ZNF385B,FBXO40,0.42458155860635477
UNC5C,ABCA10,0.42455943285120196
GPAM,SLC7A10,0.4245588415901575
SORBS1,DMD,0.42444879487845344
WWC1,SEMA3C,0.42439338678233807
ZNF385B,DMD,0.42435614028846036
LINC02006,FRAS1,0.42426753567307995
CLDN1,PTPRQ,0.42425011093423887
SCN7A,PLCH1,0.42423578080043006
PDE1A,ADAMTSL1,0.4241785925617415
ST8SIA6,PTPRB,0.42417365802991575
AQP7,PDE3B,0.42414367429477395
LPL,PLIN4,0.4241212725040655
LINC02006,FOSB,0.4241209588702075
COL24A1,FBN1,0.4240727822206019
CADPS,DPF3,0.4240081777123286
LDB3,GREB1L,0.4240012689020065
RALYL,RBM20,0.42397925681036147
CHRM3,LOC729732,0.42389735084757924
MME,PLIN1,0.42389029501783676
LINC02006,MGAT4C,0.4238873153275449
FRAS1,C3,0.4238350067810241
LEPR,CDH11,0.4238119449584762
PDE4B,LSAMP,0.4238070230094502
MITF,FGF12,0.42378660577127
PDE4B,C3,0.4236743698983166
MYH7B,MYO18B,0.4235830129747246
ANTXR1,SULF1,0.4235161024696977
WNK2,LDB3,0.4235147554067752
BCHE,SLC4A4,0.4235063932266791
RMEL3,LNCBRM,0.4233326679169949
RMEL3,GYG2,0.42331966251119085
SMOC1,CDH11,0.42329276716038394
TBX5,CDH2,0.4232700298133372
DOCK2,SYK,0.4232294854451591
GFPT2,BNC1,0.42317667627578964
CACHD1,SULF1,0.42315826170584114
NTNG1,PDGFC,0.4231531222774394
ITLN1,PTPRQ,0.4231312483922741
THSD7A,PTPRB,0.42311265553676203
PRKAR2B,PFKFB1,0.42308549601223633
LINC02237,TRARG1,0.42307402825592205
SYT1-AS1,HAS1,0.4230566377049613
RALYL,OTOGL,0.42292567751745996
EMCN,SLIT3,-0.4227959615481863
LRP2,BICDL1,0.4227956964277128
PRG4,NR4A3,0.4227502489252424
EZR,ITGB8,0.4227466948744466
NEGR1,COL4A4,0.422733375437705
BNC2,BICDL1,0.4227323214301608
LRP2,CCDC80,0.4226996981150449
MITF,LINC02248,0.4226201978419489
CACNA2D3,BICC1,0.42260788575772124
ALOX15,ZBTB7C,0.4225546005461774
LOC729732,ZBTB7C,0.42252448097714457
SYK,PIK3AP1,0.42248355492579803
SULF1,MGAT4C,0.4224363391165602
LINC02006,WWC1,0.42241643749612334
LRP2,ADAMTS3,0.42235395867381414
TENM2,LINC02248,0.42234683617923247
NRG1,SMOC1,0.42230452496637577
FGF12,SGCD,0.42228822582533365
KCNT2,ARHGAP44,0.4222140972405261
TECRL,GREB1L,0.422138011159199
PEX5L,ALOX15,0.42213705626274084
CADPS,KCNMB2,0.42207462787218936
LINC03007,CDH19,0.42207126318602795
KIAA0408,PLIN1,0.4220682249742739
CDON,BICDL1,0.4220152556018112
SLC8A1,RBM20,0.4219142436991377
PC,GPD1,0.42174256674707594
LINC02607,SGK2,0.4216821663250094
LSAMP,ITGB8,0.4216444027682184
CHRM2,MYLK3,0.4216383734122983
RBM20,FHOD3,0.4215961411410855
ALOX15,ARHGAP44,0.4215826181745786
MARCHF1,LOC729732,0.4215716803081215
BCHE,RBFOX1,0.4215251878930363
SELP,PCDH7,0.42150622806690463
MECOM,ANO2,0.4214875549296995
CACHD1,SLC4A4,0.42147237997142195
MRC1,CYBB,0.4213538485312361
ZNF385B,CDH2,0.4213195447935912
FYB2,KCNT2,0.4212991302572881
TBX5,MYOM1,0.42129104436961895
KCNT2,CACNA2D3,0.42120474666593033
FYB2,MGAT4C,0.42119425146889894
LINC00598,GYG2,0.42113982890687857
RYR2,WNK2,0.42108854077437896
PDGFC,SLIT3,0.42104722010863055
GRID2,GPC5,0.4210400523176928
TRDN,LDB3,0.42103490351404144
LSAMP,FLRT2,0.421034883836939
CHRM3,PDGFC,0.42103108470150324
SYK,NCKAP1L,0.42099863738030774
PTGER3,ADIPOQ,0.42090683207151125
PID1,UNC5C,0.42089340470147807
